Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index
Santanu Chattopadhyay,"Professor, Rubber Technology Centre,  IIT Kharagpur, Kharagpur","Rubber, Polymer Science and Engineering, SMART Materials, Molecular Simulation, Biomaterials",6005,https://scholar.google.com/citations?hl=en&user=fhr5cQ4AAAAJ,41.0,150.0
Rajendra Singh,"Professor, Agricultural & Food Engineering Department, Indian Institute of Technology …","Hydrology, Irrigation, Climate Change",5935,https://scholar.google.com/citations?hl=en&user=rsveKgEAAAAJ,39.0,67.0
Ananta Kumar Ghosh,"Professor of Biotechnology, Indian Institute of Technology","Molecular virology, Immunology, Recombinant DNA Technology, Antimicrobial peptides, parasitology",5920,https://scholar.google.com/citations?hl=en&user=bwicHaUAAAAJ,43.0,116.0
Sujit Kumar Dash,"Professor of Civil Engineering, Indian Institute of Technology Kharagpur",Geotechnical engineering,5907,https://scholar.google.com/citations?hl=en&user=On5P_4oAAAAJ,33.0,52.0
Tapas Laha,Indian Institute of Technology Kharagpur,"Structural Nanocomposites, Metallic glasses, Surface Engineering & Coating, Interfacial Phenomena",5888,https://scholar.google.com/citations?hl=en&user=ry6FGOUAAAAJ,39.0,83.0
Anupam Basu,"Professor, Indian Institute of Technology, Kharagpur","Natural Language Technology, Assistive Technology, Cognitive Systems",5807,https://scholar.google.com/citations?hl=en&user=AMidPUMAAAAJ,31.0,146.0
Kinsuk Naskar,"Professor and Head, Rubber Technology Centre and Institute Chair Professor, IIT Kharagpur …","Rubber and TPEs, Self healing, Shape memory, Sustainability, Vitrimer",5612,https://scholar.google.com/citations?hl=en&user=DPbNGlcAAAAJ,43.0,146.0
Golok Nando,Indian Institute of Technology Kharagpur,"Rubber Technology, Polymer blends and alloys, TPEs and TPVs, Polymer processing and Characterization, Rubber Nano composites",5577,https://scholar.google.com/citations?hl=en&user=Ww0hdScAAAAJ,42.0,128.0
Siddhartha Das,"Professor of Metallurgical and Materials Engineering, Indian Institute of Technology …","Nanomaterials, Characterization of Materials, Electrochemistry, Composite Materials, Physical Metallurgy",5571,https://scholar.google.com/citations?hl=en&user=LgACrjMAAAAJ,40.0,139.0
S Dutta Gupta,"Agricultural and Food Engineering Department, IIT Kharagpur","Plant tissue Culture Engineering, Plant Image Analysis, Imapct of LED on Plant Morphogenesis",5564,https://scholar.google.com/citations?hl=en&user=MGASPqIAAAAJ,40.0,80.0
RAJIB MALL,"Professor of Computer Science, IIT, Kharagpur",Program analysis and Testing,5484,https://scholar.google.com/citations?hl=en&user=dt2fhqYAAAAJ,37.0,107.0
Dr Manab Kumar Das,"Professor, Indian Institute of Technology Kharagpur","Fluid Mechanics, Heat Transfer, Numerical Simulation, Turbulence Modeling",5463,https://scholar.google.com/citations?hl=en&user=5c2ZG5EAAAAJ,30.0,64.0
Rabibrata Mukherjee,"Professor, Department of Chemical Engineering, IIT Kharagpur","Soft Lithography, Dewetting, Thin Film Instability, Colloidal Self Assembly, Liquid Crystal Thin Films",5329,https://scholar.google.com/citations?hl=en&user=ecalMYAAAAAJ,35.0,85.0
Debdoot Sheet,"Associate Professor, EE, Indian Institute of Technology Kharagpur, India","Deep Learning, Medical Imaging, Data Compression, Digital Health",5295,https://scholar.google.com/citations?hl=en&user=x-0vLSsAAAAJ,28.0,65.0
Bharath H Aithal,Indian Institute of Technology Kharagpur,"Built Environment, Remote sensing, GIS, Urban Modelling, Environmental Sciences",5215,https://scholar.google.com/citations?hl=en&user=j-trcFUAAAAJ,34.0,97.0
Sangeeta Sahney,"Professor, Vinod Gupta School of Management, IIT kharagpur, West Bengal, India","Quality Management, Marketing",5191,https://scholar.google.com/citations?hl=en&user=08W5xrgAAAAJ,33.0,45.0
Professor Trilochan Sahoo,"Dept. of Ocean Engineering and Naval Architecture, IIT Kharagpur","Marine Hydrodynamics, Hydroelasticity, Applied Mathematics, Coastal Engineering, Ocean Engineering",5174,https://scholar.google.com/citations?hl=en&user=OkwQ5M4AAAAJ,43.0,127.0
Pinaki Sar,"Professor, Indian Institute of Technology Kharagpur, Kharagpur, India","Environmental microbiology, bioremediation, metagenomics",5124,https://scholar.google.com/citations?hl=en&user=tV8YrpQAAAAJ,39.0,69.0
Damodar Maity,Indian Institute of Technology Kharagpur,"Computational Mechanics, Structural engineering, Dam engineering, Bamboo reinforced concrete",5109,https://scholar.google.com/citations?hl=en&user=BbUFPjYAAAAJ,37.0,89.0
Narayan C. Pradhan,"Professor of Chemical Engineering, Indian Institute of Technology, Kharagpur - 721302 …",,5101,https://scholar.google.com/citations?hl=en&user=JZkEuD0AAAAJ,33.0,81.0
Sukanta Kumar Dash,"Professor, Mechanical Engineering, Indian Institute of Technology Kharagpur","Computational Fluid Dynamics, Heat Transfer, Turbulence, Computational Methods, Thermodynamics",5080,https://scholar.google.com/citations?hl=en&user=EXJxOmUAAAAJ,41.0,116.0
Abir Das,Associate Professor at IIT Kharagpur,"Computer Vision, Machine Learning, Efficient Deep Learning, Video Understanding, Domain Adaptation",5056,https://scholar.google.com/citations?hl=en&user=L4yEk2UAAAAJ,18.0,22.0
Sudipto Chakraborty,"Professor of Chemical Engineering, IIT Kharagpur","Heat Transfer Enhancement, Ultrafast Cooling, Modelling and Simulation, Carbon base nano-materials",5054,https://scholar.google.com/citations?hl=en&user=oj_8dIgAAAAJ,38.0,77.0
Jayanarayanan Kuttippurath,Indian Institute of Technology Kharagpur,"Atmospheric Chemistry, Climate Change, Stratospheric Ozone, Antarctic Ozone Hole",5038,https://scholar.google.com/citations?hl=en&user=_EsgCugAAAAJ,40.0,125.0
